pktnum,Ai,ETp,Fs1,GQ,MET,Pmax,Pr,Pv,Qdot,Qsgf,R10,R90,dF,dP,dt,ser,zone
2396,61.39309,-0.08074131670759144,1.3296955428440491,9.87486177342636,0.32930355463736305,19.534293073647284,62.46007,9.110539980670003,17.319267381968178,342.7149367301757,0.1942451135934404,0.18351159393919572,0.4752464839678918,5.0390396633085786,0.016908183550411016,2.970658142375,3.0
2397,60.98585,-0.047470788974305116,1.2919991031915017,9.941279805400217,0.4554466990710999,19.214245482765552,62.86683000000001,8.359378715502425,17.377909495152362,345.4615688591483,0.1885240210139016,0.1840262937892076,0.4702101536155152,4.501859813446677,0.015964230819939473,2.851698346,4.0
2398,60.44026,-0.08502438905940224,1.383536684604321,9.918914579689963,0.5748353864334135,19.365677508101925,63.43716,8.335487199515514,17.377744696294407,340.87509406537936,0.1988166433711358,0.18338319125585667,0.4764208573434981,4.714968334405949,0.01660499884895905,3.00342762005,5.0
2399,60.94734,-0.046281008746294816,1.3791766982304003,9.791899660958688,0.4461871897719192,19.12592566073336,62.96145,8.354183566526661,17.17898820481389,337.987303242284,0.19673761982047933,0.1816144883305472,0.4721611426391776,4.713012659056017,0.017004915991579272,2.9996757064500006,6.0
2400,60.13181,-0.04531723540258525,1.3157003518469217,9.930215288409476,0.5493834368813495,18.81227467017798,63.78813,7.406657239443946,17.365291103357567,342.2492935514869,0.19612349235274268,0.18304438525405514,0.4761914283439563,4.144913524337621,0.016079975084099196,2.9476613262,7.0
2593,62.14913000000001,-0.08369321599900559,1.1938200857040908,9.620333366038626,0.4214582096012194,17.035562512856334,61.55914,4.080342669861343,16.32844971354796,330.30853873528343,0.17725379301793245,0.1863972457847088,0.4647541593646025,2.252716384603749,0.007518330060164891,2.74419483515,0.0
2594,61.93062,-0.13354292211820962,1.3777192022967075,9.875080496900868,0.3488763416943144,17.207353458915986,61.93146,3.878363706812308,16.742592436776704,343.51680143641164,0.17391199662501042,0.18700423492518164,0.4817195190830437,2.1294931604994343,0.00721248758779347,2.67865414155,1.0
2595,61.69047,-0.032099889585801115,1.4967852767765388,10.188732938995722,0.4886681823003549,19.2070491484128,62.33817,8.167236861946975,17.679658415363182,350.00134801304716,0.19886022996413333,0.18457988320509786,0.4921579668568938,4.349216973724003,0.013847836472694164,3.055066300575,2.0
2596,60.75801,-0.0951772215892035,1.3296874989733674,10.12587023179756,0.5705769476156775,19.671911659780093,63.29176,8.578908146692067,17.668796079046942,346.06272171273423,0.2046008306421324,0.186217662916048,0.4859209996248275,4.822461636500012,0.015449629156618738,3.110658216975,3.0
2597,62.11226,-0.06772113803153346,1.4683578252070573,9.969457573531713,0.35905406741608914,19.295664747966548,61.80496,8.282991759652818,17.35898198186179,343.10822411850927,0.19623583841234413,0.1847092743775341,0.4820765575937291,4.552249441187593,0.014835715812734906,3.03496030425,4.0
2598,61.52438000000001,-0.12443586710394786,1.5368039641436886,10.129589013811591,0.5611435982698296,19.54649927229995,62.39228000000001,8.018756571559708,17.641745620220515,346.6047503737948,0.20037423397743792,0.18300934727048088,0.4806354397859387,4.479357608438969,0.014919829256965556,3.0768342438000005,5.0
2793,64.05494,-0.039171697997108616,1.2963895717550975,9.824444215939767,0.4579992650776994,17.210306504292866,59.72611,3.659753128654514,16.36881327270545,338.84736744815325,0.14296554828442185,0.16695899382017138,0.4663372567517437,1.8349636211760867,0.0022349081066459497,2.2691462495,0.0
2794,64.01136,-0.06701743287671391,1.196675990295959,9.52865069536494,0.31456117188490396,16.57528672023602,59.86264,3.213358135008917,15.91108166619166,325.6544149203717,0.16434025314311007,0.17924914648074458,0.4772702852097375,1.7417686435002333,0.0027070234615871325,2.6097431472,1.0
2795,63.13148,-0.08512741919325606,1.274817914290598,9.64207836602956,0.37204177108552017,16.919660439230896,60.74288000000001,5.5067244948759235,16.3532070997017,339.28655669917225,0.1663148297053646,0.18141124117431146,0.4780312215006886,2.238703776146858,0.007199451999092998,2.6027530917000004,2.0
2796,62.70545,-0.15899492169824825,1.4478182730698128,9.697900287063737,0.30874269797208953,17.139068903408347,61.17941,5.678377495987791,16.514353684621803,342.43247214166325,0.16845866585976174,0.18165606957729494,0.4840490832354307,2.431026973582293,0.008381036078189852,2.620303991875,3.0
2797,62.32921,-0.07353005743535945,1.489516186542999,9.789320788710283,0.4603046793119319,17.707439509220126,61.60385,5.793936211247102,16.84217953044546,345.01506755265405,0.17294318610675555,0.1824580575150782,0.4800412765990778,2.934107236737645,0.01137216358552018,2.6745464011,4.0
2798,61.79053,-0.15421410567389415,1.4481179682711482,9.782426267035877,0.5482478408006912,17.75991099859761,62.15301,6.075532786194347,16.830013188965847,342.4459052987781,0.17443650844627387,0.1825838890568263,0.4866979679562502,3.0615217262911933,0.011511920492761174,2.6767657596000003,5.0
2799,61.11837,-0.11909242874811456,1.2898335913396666,9.655262715033226,0.3951720123395077,18.08632902799221,62.75568000000001,7.292622567286268,16.769064384799613,339.0828892762812,0.17624076358771076,0.18054741531567955,0.4681322036408186,3.7773597111772688,0.0140971878465056,2.6672056668,6.0
