Ai,ETp,Fs1,GQ,MET,Pmax,Pr,Pv,Qdot,Qsgf,R10,R90,dF,dP,dt,ser,dw
0.6291196548546012,0.048516229608946325,0.851702311011722,0.7983425443529945,0.3110533870287456,0.6759723039311448,0.27907202198701997,0.3439056714895229,0.8025303312534414,0.8221782552301914,0.6482403889505564,0.9495864845573372,0.45087836172637086,0.3426155711812801,0.4355249260129208,0.5911528606565208,1.0
0.6206074695349256,0.03928332207717324,0.7458995960892978,0.8020694760151773,0.26089906508918415,0.6828967956962548,0.283528096016983,0.3587985778408716,0.7999300695400576,0.80711389647438,0.6606121203429665,0.9560414787139141,0.4462061304443272,0.3577793008232954,0.3819024468630557,0.5957990005503395,0.0
0.6090930134470942,0.07339549839866372,0.6997347644419519,0.8073524374896726,0.2742076810813696,0.6752891404139926,0.28903229594942415,0.3664810195092398,0.8067180245413044,0.8141682657232027,0.6643639733653451,0.9566076666998257,0.4518109194573575,0.33897859241601086,0.3949066799521854,0.5884295143745316,0.0
0.5976352200543337,0.03658002310966692,0.7360860273771711,0.8113700854233062,0.29025077800287347,0.6801403739972398,0.294702637422017,0.370313241626671,0.8156158549094951,0.827607351119292,0.6660366083399802,0.9511641021446003,0.45518104387772446,0.3428671460331875,0.4359173581191426,0.5788644216724055,0.0
0.5923334947533752,0.04994407948979358,0.6704869629762513,0.8148847286308145,0.32382200957213036,0.7031212417021409,0.29761241876266875,0.39641318869047026,0.8201311249432169,0.8236229376194938,0.6849160599703645,0.9589661024026738,0.44326201001526594,0.3891294193895873,0.44416769180769733,0.5891517354965397,0.0
0.653666956844044,0.03241949302841788,0.777585347931291,0.8045623471199751,0.26842268765376737,0.6822952560769904,0.26874307817441284,0.354383244328,0.8026012828186714,0.8200039966544344,0.6451088037924484,0.9451506085555518,0.45457112264075833,0.3520858259104604,0.3871866309669417,0.611055288469262,1.0
0.6483690658607972,0.0,0.747775105646182,0.8072634591974301,0.2932035635171964,0.6757970912916235,0.2712160571302583,0.3555958174185536,0.8043648146059349,0.8307467156783428,0.6306360640355543,0.9471506233659621,0.46021698735764155,0.32435798693403045,0.37950878644235014,0.5914177271634363,1.0
0.6364831069902451,0.0,0.6576069527045507,0.8073393918132202,0.29393750974713184,0.6640727471422576,0.2766056822469401,0.3041229072048514,0.7994891761235677,0.8188711183056218,0.6420953318937492,0.9530181976201768,0.45233214220364176,0.2940877484501588,0.3367344467632656,0.5930818418063335,0.0
0.6244798464000727,0.0,0.6650876570402839,0.8119107983288764,0.3287509168307411,0.6726895399963827,0.2821394041290959,0.32585158911337647,0.8042182332720591,0.8180373365093407,0.6506291661509402,0.9587134241174946,0.45433267149009504,0.3031783378113002,0.3384660443128682,0.5898454964757506,1.0
0.6198087953567831,0.024258547441749174,0.6676938488999232,0.8135062867171119,0.42803240940292653,0.6764440074472788,0.2843222558018287,0.3233987894206722,0.8059612245579375,0.8163388649982906,0.6568486347827557,0.9608812794237309,0.4592545839727358,0.31154385692433584,0.3394383850866218,0.5906528251844939,0.0
0.6880859227995633,0.014979011731860286,0.7700123824870879,0.8087271518409079,0.24082641748772526,0.6764071975934663,0.2556758768381644,0.3291644220969497,0.8018918068142633,0.8242056331538495,0.6285567904292867,0.9569752544937417,0.45380342981774324,0.31920209428391244,0.3454515024896798,0.6250485099427396,1.0
0.6837085520906262,0.07568255374345695,0.8111110799682107,0.8095453741377013,0.26100301842467405,0.6710089730680932,0.2573279457708857,0.32343383895134964,0.798668462595617,0.8151992709408186,0.6378052818630802,0.9652583476746065,0.4424116729409833,0.2944323416465377,0.3105642123931382,0.6319252077783645,0.0
0.6702330555109796,0.0,0.6389177627568821,0.81286574750114,0.29210659987852455,0.6818130070804401,0.2628793292561458,0.3544856345448257,0.8011784471765295,0.8181962095931895,0.6327125190183468,0.9681690103827392,0.448570945775053,0.32561113544953113,0.3041922332177529,0.6129181782827409,0.0
0.6636865970714333,0.03182390625447214,0.7336558275058866,0.8142011920138879,0.33953228459794704,0.6739653856902983,0.2655549009804478,0.3479425792235534,0.8020495576188115,0.8226728357146472,0.6338370282809911,0.9667003955312498,0.4419520767315301,0.30911473704338194,0.3002297937520838,0.6090193117824714,1.0
0.6552732519416559,0.028154031590645175,0.6990118047709215,0.816919810169027,0.3492396117768317,0.684601450727465,0.26946246620888953,0.3401603249089117,0.8037686137403647,0.8186498040416851,0.6404568357337082,0.9750811850266984,0.43437057248794325,0.3211620418391002,0.29196420895887026,0.6068486379279434,1.0
0.7253219761789461,0.0,0.5787595243486882,0.8600201027931142,0.32603828378826144,0.7234832938922439,0.24204972443870507,0.3647794886425353,0.8454122857252024,0.8578957197422781,0.6075178281106196,0.893154059685602,0.44622418601275415,0.36408200081962183,0.2904871207657381,0.6400232440417966,0.0
0.7297824237716336,0.04684297893153919,0.693381127206985,0.8191568882884296,0.33372626672158484,0.680867400042805,0.2409112278517293,0.39506968656661934,0.8125036624948041,0.8340405232760301,0.6288952125771373,0.9478970870588324,0.45142992395720855,0.32678106317567446,0.34821907879206154,0.664267178255597,1.0
0.7266729341193211,0.028311411232897193,0.6836372444329835,0.8253699911809799,0.3171731788623664,0.698667651350567,0.2425843424538432,0.35692072913834266,0.8164980462850238,0.8337222058070929,0.6375080546718754,0.9603542108751918,0.449143222077453,0.3484062127095407,0.3295897451076144,0.6700529610541267,0.0
0.7231753263075378,0.05189609523770733,0.6459405129644197,0.8259999268951479,0.2786463291245723,0.6846219241117466,0.24377040934407096,0.3198215060158432,0.8127816773546251,0.8309373075177552,0.6365615764234264,0.9630434727666858,0.44659830559117614,0.30839473333851,0.29263881190772717,0.6665478867673519,0.0
0.7060614882549168,0.11802456114860273,0.6547408632789673,0.8282536438679564,0.2756427353659154,0.6945028436493843,0.2501791218515575,0.34123839882575285,0.8163270695515429,0.8261909450433746,0.6508866074405035,0.9668718485948334,0.4526828001540714,0.328418811529662,0.3039188290484714,0.6659799301487834,0.0
0.6898897562652041,0.16740285313135236,0.6124000795591912,0.8346743550445361,0.3227484116709823,0.7042322931554454,0.2555081560670781,0.3690934070763614,0.8268619650642183,0.8314838280407175,0.6716559245095491,0.9652864349726297,0.44666273909266785,0.35218934037575594,0.33962321911523363,0.6726285616376391,0.0
0.7439720975280012,0.0,0.5838274726151569,0.7997598409426894,0.3863663031962415,0.6393584971814771,0.23603188770211297,0.1916034785439784,0.7597435534413903,0.7741635913151891,0.6154819521173321,0.9806770681406505,0.432752461331978,0.19228386384310203,0.04394472162080247,0.6671015787548533,0.0
0.7403418507257511,0.0,0.8689302312494833,0.8227548430503896,0.29510459300480035,0.6991088814247093,0.2377756809458471,0.4059475736997171,0.8257010547458434,0.8494043609268452,0.6343984609495594,0.9490184317694151,0.4656894786163425,0.36583628086192244,0.4283300950504088,0.6801487851207904,1.0
0.7399758864019472,0.0,0.7392727865888246,0.8309548133099051,0.3031964984286503,0.7044482741717694,0.23816017533459796,0.39358180514688934,0.8341310661546413,0.8536593566964573,0.657621443049874,0.9518530855490501,0.45848009392310196,0.3723237719665406,0.42984602771931224,0.7044868030125131,1.0
0.731953073631681,0.0,0.7050632326989158,0.8320790306058026,0.2759758692946865,0.7056137473802158,0.24067769504863729,0.38872537587069733,0.8301980945697118,0.8399081007779573,0.6654173842653033,0.9565379167265252,0.4573685903441264,0.36594578852408444,0.38863893670112487,0.7062359587275845,0.0
0.709095711670669,0.0,0.6460053666395994,0.8326577606738405,0.263329010603474,0.7348060730988183,0.24942199342066604,0.3951463071953809,0.8214735294605717,0.8158530948277968,0.6919428775322332,0.9752778952117002,0.44818582181437366,0.40052871309883264,0.3109504833322255,0.7145523958607695,0.0
0.6974481905570694,0.0,0.570590861711913,0.8310138634402484,0.3906843165504618,0.7254002917922916,0.2532589122366902,0.38233171944295286,0.8144044542196383,0.8237291294222286,0.6569356886143628,0.9757620431986529,0.44393294862869526,0.3777574407585733,0.26456387005916526,0.6636611913217633,0.0
0.6755670174830686,0.0,0.5887911931521147,0.831351652238469,0.3563622831315901,0.7236397936675305,0.26161736259345303,0.37052521825976753,0.822957546294968,0.8170897980711433,0.7018087444403708,0.9719067832502225,0.44801423169824345,0.38065302451332594,0.331995892954029,0.6931242249697153,0.0
0.7822445527836436,0.0,0.4173584943929007,0.8067296958471714,0.3293444178922506,0.6514187755695583,0.22460547507762485,0.19652509051046155,0.7671227611211645,0.7780032490313731,0.6045707860308381,0.9701075093867869,0.4297292796933056,0.19488600955744784,0.05247879922508344,0.6876395057055429,0.0
0.7816882926919323,0.0,0.5828028615938973,0.8146586325172664,0.3168667403582743,0.6652616477455133,0.22533417735169484,0.3747708758455405,0.7910596680791728,0.8256188204771241,0.625049639013185,0.9624745657893852,0.45550112037724205,0.26614915351685153,0.20027959021156944,0.7115510972495354,0.0
0.7826453099903857,0.0,0.54097015735262,0.8166533562359373,0.2849065116905307,0.6572537204464904,0.22520345570536013,0.29014440245424644,0.7909544519439736,0.8187569506722764,0.6205640463411943,0.9777701694736696,0.445279018967121,0.2280619329776577,0.18177558662542315,0.7056801990293252,0.0
0.7696816238193498,0.0,0.5956339250666259,0.815717419222777,0.2645658449059279,0.6584989762537995,0.22924393416592323,0.28334576214839696,0.7905508474432081,0.8105461581074935,0.627026625523812,0.978965923864257,0.4422220348542687,0.2403232730783359,0.1863777819606572,0.7012549677993891,0.0
0.7793041991459413,0.0,0.554988397005885,0.8142264584517773,0.31804676982162805,0.6641606285181954,0.22639177863978002,0.2611976453339181,0.7941938971195744,0.8062545829373395,0.6489366481093218,0.9824767884696847,0.4377250309083944,0.2542436635172923,0.2311307494435151,0.7349893834534228,0.0
0.7746575741265921,0.0,0.5982826657820426,0.8257081573759968,0.29305766568488617,0.671094356493197,0.22776052065116792,0.2860617388693124,0.8049286339497063,0.8193877844862371,0.6448782215140214,0.9806744937141622,0.4332256604207179,0.2619740839810926,0.22558060355684512,0.7253583734607095,0.0
0.7564932750327691,0.0,0.5862146880371866,0.8258097554593107,0.3770951442510136,0.7087443040717976,0.2335047636856556,0.35077836868365736,0.8016002423677668,0.8166829630168742,0.6373644116677476,0.9863930236866099,0.43800089292658034,0.34145221472877996,0.1975193273260166,0.6960487468570487,0.0
0.7435829852861607,0.0,0.5045933536242777,0.8257792874366914,0.3416340145751748,0.6972575116699707,0.2372409340138981,0.30803300163390185,0.8032656364601668,0.8098734685628821,0.6638032302229636,0.9829538234670986,0.44288438292671684,0.30349502045748367,0.2124740427146873,0.7186088133490669,0.0
0.7933075534638799,0.0,0.4708903065995513,0.7728009696698357,0.2997666261389663,0.6274986277060619,0.2210331902453419,0.22874393153436579,0.7348349690043893,0.757221059988098,0.5734452403342324,0.9448107834008299,0.43509156776539504,0.2203546268377454,0.05104111002681118,0.6563611650757278,0.0
0.805987358112493,0.0,0.4783985716824085,0.7787420728968658,0.2395456466159713,0.6241500950903661,0.2181936363374721,0.2645568590328017,0.7436458820180609,0.7792554579648726,0.5727041792450615,0.9506091380223239,0.4392012367836749,0.19343859496458202,0.08119501931214292,0.6693094900488138,1.0
0.8117276157502411,0.0,0.5194754469928224,0.7891413965409025,0.25634873063704455,0.6538072180173768,0.21690298568433605,0.3212507938085608,0.7685323952525026,0.8002152421047459,0.5881787372724108,0.9413748004804131,0.43868973604896155,0.27600049533987864,0.2205042060576333,0.6905756583490512,0.0
0.7895824428012106,0.0,0.6668934761090818,0.7959643183511073,0.2641809511199954,0.6664195101800673,0.22325665071353362,0.336838078184159,0.780466874273775,0.799264742419837,0.6125072413247233,0.9418118372105934,0.4373385611428657,0.30386212472387497,0.26799588512145806,0.700394992856987,0.0
0.7771202001797868,0.0,0.5788883338145692,0.7983346309517275,0.30554019778873154,0.6731573811638119,0.22699543160719848,0.3370642224282332,0.7815007951347044,0.7950960699443904,0.6153867491846552,0.9416581716406378,0.4414645684420103,0.3173120159276314,0.25662505532408525,0.6908447965093093,0.0
0.7690681329854991,0.0,0.6431218684413624,0.800428772737553,0.33240144163791835,0.7130604059747295,0.22930317144056897,0.40191034609320797,0.7863864230647533,0.7952256174382353,0.6320604774064367,0.9478253875325352,0.4385519698879481,0.3912174259700669,0.28152396111818034,0.701328750907578,0.0
0.7504350530484954,0.0,0.6923289398258247,0.8013116760084965,0.3075604061430992,0.6799827445009853,0.23526683088734635,0.3293468126102766,0.7832700424705775,0.7938965217102956,0.6224758717399675,0.948636302338012,0.4285481278486592,0.3157684685859902,0.24667426480881946,0.6735141559641573,0.0
0.7412241698347125,0.0,0.5850532655434308,0.7968179692897677,0.2918160600654646,0.6803777614729616,0.23788648494488535,0.3332082973178899,0.7806635630943491,0.788205660638111,0.6279213914517804,0.9547857756597284,0.4343803702846315,0.3188579017328514,0.2622882278540394,0.6721707124038326,0.0
0.8587982680244884,0.0,0.5237294757325975,0.7776804856548167,0.20736609690234215,0.6294412054641826,0.20471241866275822,0.24413072200702782,0.752964370880439,0.7739860524691952,0.6002045224865947,0.9522388814461941,0.4146062867732686,0.20750266689146707,0.176029318317039,0.7506954377262046,0.0
0.8474016817033458,0.0,0.6090991315690608,0.7915214836226008,0.1948153807171506,0.6566006271740042,0.2077873746674792,0.34686322402608466,0.7706012403933503,0.7960907622498389,0.5851863512589465,0.9234650216119936,0.4496556797790409,0.2897622380262339,0.2151282556943888,0.7198590236254215,0.0
0.8459449249964851,0.0,0.6274845228958333,0.7940020246171997,0.2203820034843278,0.6722800912000578,0.2083116793377389,0.34598104262527946,0.7741820593006374,0.7920074596671121,0.5880003799205302,0.9233516540426903,0.4520715739106082,0.3247612416353326,0.22592334847086257,0.7153053759053601,0.0
0.8343015222241313,0.0,0.6441288402887696,0.7947509919106829,0.30897455851324496,0.7089503170076886,0.2110822305225311,0.3964109046680312,0.7845596684631112,0.7860735650919047,0.6447951777307821,0.9209412293749374,0.42813621279178954,0.39637481087549487,0.31222519266222964,0.7803586725322503,0.0
0.847119504322128,0.04537177512734066,0.5990472674539002,0.7852154464556463,0.272772397241741,0.6940336013319884,0.20793656364698695,0.3697912369411929,0.7760239261722939,0.7766874956872173,0.6494351609272196,0.9310893365874624,0.42659829379897257,0.3741481391938234,0.31980397754858503,0.7997273408291284,0.0
0.8330955582979606,0.0,0.6217511593630536,0.7918542920700968,0.3226550657901529,0.6893879866458312,0.21146301855296618,0.3481047360472486,0.7753502978592325,0.7794174999068458,0.6421040967838545,0.9333928479088925,0.4331815999597744,0.35157855684620515,0.25537291981977456,0.7778195432679882,0.0
0.8214051496306983,0.0,0.5211271625064684,0.7834206076178403,0.29503529720943955,0.6787383619899698,0.21445456538098256,0.3230721575810901,0.7641435769886905,0.7761863731172383,0.6111687090580458,0.9358140935841425,0.4224402960357682,0.31683592479826683,0.22823884431783317,0.7258007332828276,0.0
0.8086794751813136,0.0,0.6034642258013979,0.7872133052494042,0.3264326264299592,0.693934051007742,0.21804454404557264,0.33917866698553684,0.7750894240644433,0.7688546539444405,0.6680756675754197,0.9372673275366811,0.4211400122830724,0.35061762410498204,0.2936503045970963,0.789189731035645,0.0
0.8828285051699383,0.036413244867534084,0.4257695193219363,0.7080150356350637,0.22371953313092546,0.5915222078767428,0.19835134091692924,0.20435755931297064,0.6814606558944194,0.6955032768280852,0.5381876865354177,0.9322404308435501,0.3987162993354207,0.19705242967514858,0.1337578860681912,0.6852679391490462,0.0
0.8762283662824301,0.01290973094349939,0.493327160870945,0.7463852187327972,0.22853231360786058,0.596193046738062,0.20037481918208666,0.1982355286503033,0.7246323382307541,0.7406995982538626,0.5827811598576268,0.9615343744462412,0.40607516179062686,0.1563567660784242,0.19760529602503069,0.7434988823433535,0.0
0.8702417182287724,0.0,0.49898589499647755,0.750857413146405,0.15593233674654586,0.6243665302036474,0.20178007688018484,0.2622761910463289,0.7354645360222065,0.7519519951207863,0.5701033573640649,0.9641693142677975,0.41692697968311826,0.22796927695728447,0.25637127759807365,0.7177822617604254,0.0
0.8718541198323693,0.0,0.4804109375092832,0.7588809036214674,0.16751220991788715,0.6905212316689022,0.20130382595121835,0.3916048675179268,0.7594386506061808,0.7539466036302263,0.6440907295468483,0.9541766648069309,0.4059729150522376,0.3944288382273469,0.404450173691476,0.8166646898550185,0.0
0.8660708326291916,0.0,0.46679144242132653,0.7639851144223434,0.2316795005302096,0.6792078119400635,0.20261478100208394,0.359317164664455,0.7620100692651282,0.7599889838801742,0.6251203543070737,0.9568528694854411,0.4016706976065667,0.3523812977717806,0.3818704657850949,0.7839614097885564,0.0
0.8583228126282544,0.0,0.4998634155812926,0.7622663518628137,0.29241089130210796,0.684560809781099,0.20445290912225347,0.35829021851497234,0.7620028429420079,0.7498990907276027,0.659249308803693,0.9535090293648818,0.4069761077085494,0.3690622830298176,0.3971978804574187,0.8256733586548453,0.0
0.8655239453141086,0.0,0.4982881789395701,0.7525052839601131,0.22696931491691105,0.6760857787003389,0.20291973371845942,0.3590938578538042,0.7532874995986553,0.7435461721654875,0.6523555457086267,0.9443125801265561,0.4033373037317888,0.3689092033146805,0.40676405043142605,0.8246419187483817,0.0
0.8539424596722084,0.0,0.47535455985671854,0.7631348087831633,0.2794638330145656,0.6649984735444309,0.20558405745100333,0.3183656548521983,0.7614567609625242,0.7529222243124599,0.6503191814397311,0.951747392544689,0.4067801210723857,0.3244414680562101,0.38463911255330757,0.8103426269150552,0.0
0.8825907774718214,0.0,0.43131995867551753,0.739320452829586,0.21439002125586554,0.6021931566297406,0.198400200388291,0.17538829246664303,0.7159919379649039,0.7266534785602261,0.5877497907042413,0.9691807394522524,0.39700998792165104,0.17633048473596705,0.1798413111401087,0.7544075812633898,0.0
0.8794876783490279,0.0,0.4977615944957179,0.7588977124712302,0.17746861873276526,0.6082658256132273,0.19960015806490197,0.16670648598381713,0.7341518279851169,0.7557106445489141,0.5766688423246632,0.9723368063862158,0.41150241821235195,0.16668523556676706,0.17252544301601064,0.7363897658008086,0.0
0.876077265762241,0.0,0.5407794452918941,0.7830018320165343,0.2485788142306367,0.678953427425506,0.2009109519697538,0.3510581937070939,0.775241563862028,0.7699761502026276,0.6593938360968788,0.9597312821850856,0.4204193217862388,0.34043323981662527,0.3312455090124784,0.8398693667427216,0.0
0.8628352365276986,0.0,0.4804080313075769,0.7781708471240663,0.2902446817756283,0.6953859357684409,0.2039842965143376,0.36875335549394556,0.7747652574541124,0.7613114741006123,0.6784288975732177,0.9682469903686277,0.41509147643923716,0.37747627877009804,0.3695609985089998,0.8551521603155141,0.0
0.8820671800865418,0.0,0.5305087793992462,0.7661505695580506,0.18264588846940713,0.6820859161579231,0.19919245865017463,0.3560337694113689,0.7611801100736851,0.7548118057527651,0.6506917058968552,0.9604040573199993,0.4118074135565756,0.3563255259693234,0.3548759581068157,0.8343420201191701,0.0
0.8737185923225599,0.0,0.555237954399041,0.7784566346844323,0.2854460661105451,0.690952710775715,0.20108534418580834,0.34467595900207115,0.7735791123651574,0.7625038956273069,0.6644140702300639,0.9515652109964239,0.4105763580578002,0.3506199465676275,0.3568879836462503,0.8458535997815371,0.0
0.9096555220565575,0.0,0.468377692093361,0.755006325681878,0.23297795591189424,0.608370213344236,0.19249249083747938,0.1573097908725352,0.7177618538755584,0.7454382475244018,0.4740545725505861,0.8681106869772868,0.39836232756592016,0.14363105227370146,0.05345985091908169,0.623811805084392,0.0
0.9090366347755574,0.0,0.4323517796888315,0.7322746602338346,0.16001296164211537,0.5859227850309685,0.1929325161425602,0.13812207502713544,0.6976906195719323,0.7164147627440844,0.5449302254388037,0.9320138803609123,0.40770172003524074,0.1363362522265879,0.06475302955882578,0.7174454197565173,0.0
0.8965413034124007,0.0,0.460583983043255,0.7409915511822511,0.18925255551805428,0.5980961134282753,0.19576945948500768,0.2366994844267199,0.7170775333032324,0.7464044302280678,0.5514776563368109,0.9432557875310279,0.40835173962429117,0.17523365334675803,0.17221362678227048,0.7155237811049515,0.0
0.8904911760988514,0.0,0.523087963746086,0.7452814532434933,0.15705318362041,0.6058520226055971,0.1971763608724458,0.24407776835962502,0.7241437066177534,0.753325203176582,0.5585863293282184,0.9445287836616495,0.41349241704800804,0.19028767562028384,0.2004775668203586,0.7203487053342448,0.0
0.8851481253736684,0.0,0.5381531670639735,0.7523070982085454,0.23415068857060398,0.6259434571555893,0.19854429715376498,0.24904491141323976,0.7385186575031099,0.7590067152146772,0.5734563966576824,0.9486987554833916,0.4100688021491847,0.2296660844024816,0.2720264730802327,0.7352605054080521,0.0
0.8774982355037937,0.0,0.5231962418052368,0.7517772557704071,0.2788861708351985,0.6277982812506226,0.20031419605172285,0.2611489787527926,0.7379851713138667,0.7533547550930506,0.5784080531360127,0.949353022160801,0.41575519118316834,0.23963940321834085,0.27536951139299276,0.7358706300451571,0.0
0.8679527725667348,0.0,0.4660090561190438,0.7420047654342712,0.20101859257968313,0.6393368907537517,0.20225655341357057,0.313464020835169,0.7353126057502529,0.7459563775017295,0.5843907210592277,0.938764286699552,0.39989563679703255,0.2956713385875961,0.33721008859889956,0.7332424615224554,0.0
