pktnum,Ai,ETp,Fs1,GQ,MET,Pmax,Pr,Pv,Qdot,Qsgf,R10,R90,dF,dP,dt,ser
888,0.42584983391723835,0.0,0.6939078883720069,0.8132742698443085,0.22643668910029927,0.6844273410238989,0.4149628779208399,0.3442890267384269,0.8066236893175464,0.8150047310234538,0.6576887027161423,0.9755182907006383,0.4496728267320914,0.33041439338132056,0.3447249673308798,0.4061062749625692
889,0.4228237051722105,0.0,0.6322652529750741,0.811076882288795,0.20251192716778418,0.6809294657126039,0.4175032481396257,0.33383681531093645,0.8033419616156716,0.8093838795250734,0.657324267287533,0.9757778481037931,0.43522984347386956,0.320985246902747,0.3349244586408974,0.40313859439661004
890,0.4224506402600519,0.0,0.6769348125547833,0.8079172666352611,0.21602601770931446,0.6753551244708607,0.4172152479838942,0.32145592110809734,0.7955878572295614,0.8021128295027851,0.6503732834101082,0.9805694356588933,0.4587444413080374,0.3020329916868811,0.29475482738562403,0.39869393909363104
903,0.4912757911120515,0.053178192042449855,0.7138993735454721,0.8133106515964508,0.37115865487933736,0.7152410583882435,0.3585994490546707,0.3885787560969411,0.8104030526030425,0.8103943502812437,0.6942538080018584,0.9698178716608914,0.4512343715364883,0.3967092326740506,0.37949633918092013,0.49760028487035907
904,0.4859911072231445,0.04305314483353254,0.7808976625198701,0.8128155599099458,0.3929522833095329,0.7102622101830968,0.3627677163041188,0.39147195951029634,0.8125228177567947,0.8177715405563201,0.6807195706768274,0.9597713641875982,0.447238854233034,0.3907234335287876,0.40152165144006885,0.48062874730522126
905,0.4807486008290647,0.03971138704983794,0.8597366432666992,0.81862278008981,0.3708735446868788,0.7059474877611245,0.36710293082378714,0.38087164869499507,0.8182129108513058,0.827212527887174,0.677701540728288,0.9683620093288543,0.45667650231871937,0.37387344252656357,0.40080108390859964,0.4726754123554837
906,0.4770281765547093,0.0,0.8574680748258439,0.8163919365072088,0.3080972589751168,0.7051869888963637,0.37019129417685026,0.3754104924202594,0.8138653384274629,0.8229000869775568,0.6753752823313965,0.9654628713792053,0.4483553716158357,0.3702285505975083,0.3829151363848063,0.4680247621448961
919,0.3966039306016897,0.0,0.9105681840059954,0.8120333959732446,0.1824537652190739,0.6952253850009285,0.4457665507994599,0.3677347936065842,0.8104651295785569,0.8182579748395562,0.6635948071845563,0.9625781355231435,0.45934918322841817,0.3535782697022188,0.3879046472569214,0.38124893157893935
920,0.3909677675892224,0.0,0.7652188034611329,0.8080115390116019,0.206081914045926,0.6838183123065171,0.4511329386609624,0.32833521193772247,0.8035873406872136,0.8121400971546655,0.6601570596608758,0.9660959077655663,0.43959805388178697,0.315994390335955,0.3634189800356838,0.37435512901335144
921,0.3879558400209041,0.0,0.7469110820395147,0.9232684001816784,0.1917440770100053,0.7713082830631359,0.45383248891210687,0.3737867895608512,0.9135485048621785,0.917247383165901,0.5856947253112247,0.8485165398376898,0.43858173542964685,0.35051445402695186,0.34476215706656604,0.3302779657929799
922,0.3834084812267544,0.0,0.6765578053004138,0.8147108565145067,0.17914640036743906,0.7286102423423956,0.45916883915665074,0.4066199202523166,0.8104903492846796,0.8011487776065852,0.7103584679895601,0.9736160980201187,0.4312150814358249,0.4088117018816767,0.3652462477363432,0.3978075473208953
935,0.36533123534616074,0.07335369010533722,0.7111376156550863,0.8031023452776708,0.2542707776980572,0.6684568794869583,0.4821422338530969,0.323688374468664,0.7965703272650452,0.7975182442792982,0.6646204434193931,0.9538946640579634,0.4270756809972305,0.3047200023041857,0.3451498851961237,0.3533970540214418
936,0.3552885892125021,0.10595315610400266,0.7704590086416382,0.8087155384914275,0.28971821136036646,0.6754677505591967,0.49673864640120186,0.3435301150271677,0.8037157704410978,0.8108995694443709,0.6587779493560788,0.9598719728768288,0.4435192431288409,0.3117882677086725,0.358657813246951,0.3403983303649372
937,0.35442331151559225,0.10004826082752467,0.8787159829052239,0.8145654373703959,0.2618539200465298,0.7116868882067869,0.4991031418606068,0.40294609223075195,0.820004295639461,0.8196656599010307,0.6915629645510788,0.955476745598718,0.4495137417546791,0.4003411852354152,0.4466125228791584,0.3569448644358785
938,0.358266859992019,0.07371139408047986,0.8706318700063816,0.8109485635716716,0.27009478479946875,0.7039012934385098,0.4938469134140875,0.3889635946968515,0.8140703286318328,0.8158849277058413,0.6784715035268873,0.9544640909477528,0.4474573438297047,0.377191414662868,0.42727982752107935,0.35273598170493575
951,0.3383671771042948,0.0784695644477279,0.9133049358783558,0.8084865602897371,0.28126850802392817,0.6987694210676573,0.5218955051252329,0.38086922044683824,0.8102420333750393,0.8096679374058247,0.682764416938964,0.9543630436089052,0.4455491886130465,0.37108982719866745,0.4160156307139327,0.3359437209153219
952,0.3442045707907357,0.07233351915075226,0.6500473873770404,0.8084162325697585,0.22730397640089375,0.7188997063892466,0.5124203451225501,0.4133615277623575,0.8087866258143914,0.7985428140957936,0.7043653931477982,0.9523735211099342,0.42357073457832606,0.41823930519598135,0.4043548282718245,0.35409955774105617
953,0.3464885460409249,0.028025193437481836,0.7323636313505928,0.8081792989477251,0.2137482610919129,0.7162535039019248,0.5081749533909328,0.4022615132740159,0.8063556414300825,0.795219915097742,0.7057361312131595,0.9575239404171157,0.4241867960195524,0.40590218727513006,0.3850736311610115,0.35713670213364224
954,0.3505428399797207,0.021375072932615223,0.6409106665629521,0.8057202134230935,0.2132826424345435,0.7109743365502615,0.5016364861131939,0.3798924336477644,0.8009379384757013,0.7886531892632818,0.7021274812477922,0.9639468278288381,0.4244515096001237,0.3791591307019463,0.360364599731293,0.3592798191664416
967,0.3585677829264933,0.053069902199895304,0.659434121328488,0.8005408223346501,0.2177063286895756,0.7360748030941281,0.4898468503737671,0.44475877224303734,0.7994377568717207,0.7798400198750268,0.7198566315052847,0.9527405573046034,0.4226397542848464,0.45244490100544094,0.3918132514632608,0.3778646008830306
968,0.35874274142355433,0.06079025760437734,0.629689295888383,0.8011733623111577,0.19418489542808948,0.7399921027207439,0.4900800608848315,0.44830571775143996,0.8001021419326629,0.78076474815332,0.7212389076582509,0.9514045951390439,0.41627559671119696,0.4581022516280785,0.391973750083671,0.3791253945964465
969,0.35362563141981945,0.07346549473464266,0.7376082833338584,0.8053050879383041,0.214908723583348,0.7379301107832507,0.4980220454837201,0.44987423960470696,0.8056102184636509,0.7899056468446238,0.7216406023087524,0.9509158446009415,0.4280965047328955,0.4634079877167908,0.4035745968922183,0.3740427114682027
970,0.3561138195910913,0.10703165250835546,0.6481500620119041,0.9861493986964357,0.2376452728921477,0.9073747993154873,0.4952422767469429,0.5591257956443947,0.9880811674748776,0.9680303331661493,0.5974092198500022,0.7763358372975759,0.4268245858437658,0.5820858544486726,0.44290842827389637,0.3118905330051687
983,0.3585202089845164,0.11098170182273148,0.7249660081349124,0.808452900176757,0.2584956293866455,0.761158361215352,0.49099682055691996,0.49551420034448923,0.8141304108823273,0.7925335518920177,0.7395163908929241,0.945243510190255,0.4233302664823956,0.5172156180490546,0.449178843860493,0.3891619138119538
984,0.3547445421327611,0.11827634797359354,0.7224252925484849,0.8090139251027224,0.2478256743416772,0.7598758393904765,0.49603595309374726,0.48328384513548517,0.8136397894206402,0.7928034620662829,0.7386555557164821,0.9503306796403695,0.42613396600541925,0.5022406394397035,0.4405067321525949,0.3845141718917761
985,0.3582231203677536,0.10451500550824305,0.6953855822387063,0.8064054349998473,0.24896730962130106,0.7485808225526778,0.490715459616954,0.4715394445578781,0.8080212436069462,0.7855825537376533,0.7334510970982474,0.9513109311389384,0.4209040663584832,0.48573354263585755,0.41523520827796223,0.38535480566035335
986,0.3616622193314938,0.11406318627446811,0.647101542577251,0.8032766735416934,0.2722924814241484,0.747844570786274,0.48570185260870097,0.457542187483245,0.8012209336126337,0.7786994848864079,0.7312101009574802,0.9566618635630667,0.4177956362629431,0.4725564101194546,0.3837204163070452,0.3880042069119536
993,0.6474782260458101,0.05146292134578657,0.7006543638780507,0.7989000710185146,0.387978033528402,0.6828602863593809,0.27038860457897695,0.3788479056230474,0.7982114253785414,0.8125314246419156,0.6371107365683825,0.9357882776848053,0.459495002102719,0.3673887809692272,0.39809361499220114,0.5963081363111802
994,0.653666956844044,0.03241949302841788,0.777585347931291,0.8045623471199751,0.26842268765376737,0.6822952560769904,0.26874307817441284,0.354383244328,0.8026012828186714,0.8200039966544344,0.6451088037924484,0.9451506085555518,0.45457112264075833,0.3520858259104604,0.3871866309669417,0.611055288469262
995,0.6483690658607972,0.0,0.747775105646182,0.8072634591974301,0.2932035635171964,0.6757970912916235,0.2712160571302583,0.3555958174185536,0.8043648146059349,0.8307467156783428,0.6306360640355543,0.9471506233659621,0.46021698735764155,0.32435798693403045,0.37950878644235014,0.5914177271634363
996,0.6364831069902451,0.0,0.6576069527045507,0.8073393918132202,0.29393750974713184,0.6640727471422576,0.2766056822469401,0.3041229072048514,0.7994891761235677,0.8188711183056218,0.6420953318937492,0.9530181976201768,0.45233214220364176,0.2940877484501588,0.3367344467632656,0.5930818418063335
997,0.6244798464000727,0.0,0.6650876570402839,0.8119107983288764,0.3287509168307411,0.6726895399963827,0.2821394041290959,0.32585158911337647,0.8042182332720591,0.8180373365093407,0.6506291661509402,0.9587134241174946,0.45433267149009504,0.3031783378113002,0.3384660443128682,0.5898454964757506
998,0.6198087953567831,0.024258547441749174,0.6676938488999232,0.8135062867171119,0.42803240940292653,0.6764440074472788,0.2843222558018287,0.3233987894206722,0.8059612245579375,0.8163388649982906,0.6568486347827557,0.9608812794237309,0.4592545839727358,0.31154385692433584,0.3394383850866218,0.5906528251844939
999,0.61591667885601,0.0,0.669447977445449,0.8144166020057456,0.40661819300881547,0.6742760386891264,0.28611758354075245,0.346372913930457,0.8083910913397983,0.8189388111561478,0.6596364048923533,0.9598795731651945,0.4501252316174492,0.31436208721601144,0.35287545295759654,0.5899841822147631
1000,0.6033683771037267,0.0,0.5921953140415083,0.8137917993523184,0.3154452216588905,0.6775995359217996,0.2922827721922958,0.33825668442788587,0.8048316977124566,0.8147315292774908,0.6544034117937716,0.9619189496825596,0.4417553362233894,0.32400301564094397,0.32740863332506054,0.5726205333205253
